Time (seconds),light,sound,temp,movement
595.45,,,,1042
595.57,0,,,
595.73,,7,,
595.83,,,25,
595.93,,,,1046
596.05,0,,,
596.21,,11,,
596.32,,,25,
596.42,,,,1039
596.54,0,,,
596.70,,52,,
596.90,,,,1042
597.02,0,,,
597.18,,37,,
597.28,,,25,
597.38,,,,1059
597.50,0,,,
597.66,,30,,
597.76,,,25,
597.86,,,,1043
597.99,0,,,
598.15,,78,,
598.25,,,25,
598.35,,,,1042
598.47,0,,,
598.63,,30,,
598.73,,,25,
598.83,,,,1044
598.95,0,,,
599.11,,26,,
599.22,,,25,
599.32,,,,1042
599.44,0,,,
599.60,,41,,
599.70,,,25,
599.80,,,,1047
599.92,0,,,
600.08,,18,,
600.18,,,25,
600.28,,,,1035
600.40,0,,,
600.57,,41,,
600.67,,,25,
600.77,,,,1039
600.89,0,,,
601.05,,0,,
601.15,,,25,
601.25,,,,1044
601.38,0,,,
601.53,,18,,
601.64,,,25,
601.74,,,,1039
601.86,0,,,
602.02,,18,,
602.12,,,25,
602.22,,,,1054
602.34,0,,,
602.50,,26,,
602.60,,,25,
602.70,,,,1043
602.82,0,,,
602.99,,26,,
603.09,,,25,
603.19,,,,1039
603.31,0,,,
603.47,,7,,
603.57,,,25,
603.67,,,,1047
603.79,0,,,
603.95,,37,,
604.06,,,25,
604.16,,,,1039
604.28,0,,,
604.44,,15,,
604.54,,,25,
604.64,,,,1045
604.76,0,,,
604.92,,18,,
605.02,,,25,
605.13,,,,1038
605.24,0,,,
605.40,,18,,
605.51,,,25,
605.61,,,,1044
605.73,0,,,
605.89,,30,,
605.99,,,25,
606.09,,,,1047
606.21,0,,,
606.37,,0,,
606.48,,,25,
606.58,,,,1039
606.70,0,,,
606.86,,3,,
606.96,,,25,
607.06,,,,1040
607.18,0,,,
607.34,,0,,
607.44,,,25,
607.54,,,,1047
607.67,0,,,
607.82,,15,,
607.93,,,25,
608.03,,,,1043
608.15,0,,,
608.31,,11,,
608.41,,,25,
608.51,,,,1047
608.63,0,,,
608.79,,15,,
608.89,,,25,
608.99,,,,1047
609.12,0,,,
609.28,,0,,
609.38,,,25,
609.48,,,,1046
609.60,0,,,
609.76,,22,,
609.86,,,25,
609.96,,,,1042
610.08,0,,,
610.24,,30,,
610.34,,,25,
610.44,,,,1047
610.56,0,,,
610.73,,3,,
610.83,,,25,
610.93,,,,1042
611.05,0,,,
611.21,,0,,
611.31,,,25,
611.41,,,,1044
611.53,0,,,
611.69,,15,,
611.80,,,25,
611.90,,,,1042
612.02,0,,,
612.18,,3,,
612.28,,,25,
612.38,,,,1051
612.50,0,,,
612.66,,0,,
612.76,,,25,
612.86,,,,1036
612.98,0,,,
613.15,,7,,
613.25,,,25,
613.35,,,,1051
613.47,0,,,
613.63,,7,,
613.73,,,25,
613.83,,,,1048
613.95,0,,,
614.11,,7,,
614.22,,,25,
614.32,,,,1047
614.44,0,,,
614.60,,7,,
614.70,,,25,
614.80,,,,1047
614.92,0,,,
615.08,,11,,
615.18,,,25,
615.28,,,,1046
615.40,0,,,
615.57,,37,,
615.67,,,25,
615.77,,,,1054
615.89,0,,,
616.05,,7,,
616.15,,,25,
616.25,,,,1042
616.37,0,,,
616.53,,11,,
616.64,,,25,
616.74,,,,1043
616.86,0,,,
617.02,,82,,
617.12,,,25,
617.22,,,,1043
617.34,0,,,
617.50,,60,,
617.60,,,25,
617.70,,,,1043
617.82,0,,,
617.98,,30,,
618.09,,,25,
618.19,,,,1047
618.31,0,,,
618.47,,67,,
618.57,,,25,
618.67,,,,1047
618.79,0,,,
618.95,,56,,
619.06,,,25,
619.16,,,,1054
619.28,0,,,
619.44,,30,,
619.54,,,25,
619.64,,,,1056
619.76,0,,,
619.92,,26,,
620.02,,,25,
620.12,,,,1034
620.24,0,,,
620.40,,75,,
620.51,,,25,
620.61,,,,1041
620.73,0,,,
620.89,,63,,
620.99,,,25,
621.09,,,,1055
621.21,0,,,
621.37,,3,,
621.47,,,25,
621.57,,,,1040
621.69,0,,,
621.86,,7,,
621.96,,,25,
622.06,,,,1013
622.18,0,,,
622.34,,41,,
622.44,,,25,
622.54,,,,1077
622.66,0,,,
622.82,,52,,
622.92,,,25,
623.02,,,,1038
623.14,0,,,
623.31,,52,,
623.41,,,25,
623.51,,,,1045
623.63,0,,,
623.79,,41,,
623.89,,,25,
623.99,,,,1051
624.11,0,,,
624.27,,22,,
624.38,,,25,
624.48,,,,1058
624.60,0,,,
624.76,,30,,
624.86,,,25,
624.96,,,,1047
625.08,0,,,
625.24,,22,,
625.34,,,25,
625.44,,,,1040
625.56,0,,,
625.73,,22,,
625.83,,,25,
625.93,,,,1042
626.05,0,,,
626.21,,15,,
626.31,,,25,
626.41,,,,1020
626.53,0,,,
626.69,,7,,
626.80,,,25,
626.90,,,,1026
627.02,0,,,
627.18,,7,,
627.28,,,25,
627.38,,,,1030
627.50,0,,,
627.66,,30,,
627.76,,,25,
627.87,,,,1044
627.99,0,,,
628.15,,11,,
628.25,,,25,
628.35,,,,1095
628.47,0,,,
628.63,,11,,
628.73,,,25,
628.83,,,,1042
628.95,0,,,
629.11,,18,,
629.22,,,25,
629.32,,,,1048
629.44,0,,,
629.60,,0,,
629.70,,,25,
629.80,,,,1041
629.92,0,,,
630.08,,7,,
630.18,,,25,
630.28,,,,1040
630.40,0,,,
630.56,,48,,
630.67,,,25,
630.77,,,,1047
630.89,0,,,
631.05,,22,,
631.15,,,25,
631.25,,,,1045
631.37,0,,,
631.53,,26,,
631.64,,,25,
631.74,,,,1043
631.86,0,,,
632.02,,7,,
632.12,,,25,
632.22,,,,1060
632.34,0,,,
632.50,,18,,
632.60,,,25,
632.70,,,,1050
632.82,0,,,
632.98,,7,,
633.08,,,25,
633.18,,,,1048
633.30,0,,,
633.47,,30,,
633.57,,,25,
633.67,,,,1054
633.79,0,,,
633.95,,15,,
634.05,,,25,
634.15,,,,1044
634.27,0,,,
634.44,,37,,
634.54,,,25,
634.64,,,,1043
634.76,0,,,
634.92,,15,,
635.02,,,25,
635.12,,,,1054
635.24,0,,,
635.40,,7,,
635.50,,,25,
635.60,,,,1029
635.72,0,,,
635.89,,78,,
635.99,,,25,
636.09,,,,1042
636.21,0,,,
636.37,,30,,
636.47,,,25,
636.57,,,,1028
636.69,0,,,
636.85,,56,,
636.96,,,25,
637.06,,,,1035
637.18,0,,,
637.34,,45,,
637.44,,,25,
637.54,,,,1034
637.66,0,,,
637.82,,30,,
637.92,,,25,
638.02,,,,1049
638.14,0,,,
638.31,,45,,
638.41,,,25,
638.51,,,,1048
638.63,0,,,
638.79,,15,,
638.89,,,25,
638.99,,,,1050
639.11,0,,,
639.27,,3,,
639.38,,,25,
639.48,,,,1036
639.60,0,,,
639.76,,67,,
639.86,,,25,
639.96,,,,1030
640.08,0,,,
640.24,,30,,
640.34,,,25,
640.44,,,,1025
640.56,0,,,
640.73,,22,,
640.83,,,25,
640.93,,,,1035
641.05,0,,,
641.21,,52,,
641.31,,,25,
641.41,,,,1040
641.53,0,,,
641.69,,48,,
641.80,,,25,
641.90,,,,1036
642.02,0,,,
642.18,,26,,
642.28,,,25,
642.38,,,,1042
642.50,0,,,
642.66,,37,,
642.76,,,25,
642.86,,,,1037
642.98,0,,,
643.14,,22,,
643.25,,,25,
643.35,,,,1037
643.47,0,,,
643.63,,63,,
643.73,,,25,
643.83,,,,1039
643.95,0,,,
644.11,,26,,
644.22,,,25,
644.32,,,,1044
644.44,0,,,
644.60,,45,,
644.70,,,25,
644.80,,,,1037
645.08,,18,,
645.18,,,25,
645.28,,,,1045
645.40,0,,,
645.56,,37,,
645.66,,,25,
645.76,,,,1040
645.88,0,,,
646.05,,22,,
646.15,,,25,
646.25,,,,1048
646.37,0,,,
646.53,,26,,
646.63,,,25,
646.73,,,,1038
646.86,0,,,
647.02,,15,,
647.12,,,25,
647.22,,,,1050
647.34,0,,,
647.50,,63,,
647.60,,,25,
647.70,,,,1045
647.82,0,,,
647.98,,71,,
648.08,,,25,
648.18,,,,1037
648.30,0,,,
648.47,,41,,
648.57,,,25,
648.67,,,,1036
648.79,0,,,
648.95,,30,,
649.05,,,25,
649.15,,,,1048
649.27,0,,,
649.43,,82,,
649.54,,,25,
649.64,,,,1035
649.76,0,,,
649.92,,60,,
650.02,,,25,
650.12,,,,1032
650.24,0,,,
650.40,,45,,
650.50,,,25,
650.60,,,,1043
650.72,0,,,
650.89,,60,,
650.99,,,25,
651.09,,,,1029
651.21,0,,,
651.37,,63,,
651.47,,,25,
651.57,,,,1038
651.69,0,,,
651.85,,78,,
651.96,,,25,
652.06,,,,1033
652.19,0,,,
652.34,,15,,
652.44,,,25,
652.54,,,,1037
652.66,0,,,
652.82,,15,,
652.92,,,25,
653.02,,,,1042
653.14,0,,,
653.30,,60,,
653.41,,,25,
653.51,,,,1032
653.63,0,,,
653.79,,63,,
653.89,,,25,
653.99,,,,1045
654.11,0,,,
654.27,,30,,
654.38,,,25,
654.48,,,,1047
654.60,0,,,
654.76,,63,,
654.86,,,25,
654.96,,,,1046
655.08,0,,,
655.24,,22,,
655.34,,,25,
655.44,,,,1039
655.56,0,,,
655.72,,11,,
655.83,,,25,
655.93,,,,1044
656.05,0,,,
656.21,,33,,
656.31,,,25,
656.41,,,,1047
656.53,0,,,
656.69,,41,,
656.80,,,25,
656.90,,,,1033
657.02,0,,,
657.18,,0,,
657.28,,,25,
657.38,,,,1045
657.50,0,,,
657.66,,7,,
657.76,,,25,
657.86,,,,1037
657.98,0,,,
658.14,,18,,
658.24,,,25,
658.34,,,,1042
658.47,0,,,
658.63,,71,,
658.73,,,25,
658.83,,,,1043
658.95,0,,,
659.11,,45,,
659.21,,,25,
659.31,,,,1035
659.59,,11,,
659.70,,,25,
659.80,,,,1038
659.92,0,,,
660.08,,7,,
660.18,,,25,
660.28,,,,1037
660.40,0,,,
660.56,,3,,
660.66,,,25,
660.76,,,,1038
660.88,0,,,
661.05,,11,,
661.15,,,25,
661.25,,,,1036
661.37,0,,,
661.53,,37,,
661.63,,,25,
661.73,,,,1050
661.85,0,,,
662.02,,33,,
662.12,,,25,
662.34,0,,,
662.50,,7,,
662.60,,,25,
662.70,,,,1040
662.82,0,,,
662.98,,3,,
663.08,,,25,
663.18,,,,1037
663.30,0,,,
663.47,,0,,
663.57,,,25,
663.67,,,,1041
663.79,0,,,
663.95,,22,,
664.05,,,25,
664.15,,,,1036
664.27,0,,,
664.43,,0,,
664.54,,,25,
664.64,,,,1041
664.76,0,,,
664.92,,15,,
665.02,,,25,
665.12,,,,1038
665.24,0,,,
665.40,,30,,
665.50,,,25,
665.60,,,,1042
665.73,0,,,
665.88,,3,,
665.99,,,25,
666.09,,,,1036
666.21,0,,,
666.37,,11,,
666.47,,,25,
666.57,,,,1042
666.69,0,,,
666.85,,11,,
666.96,,,25,
667.06,,,,1041
667.18,0,,,
667.34,,33,,
667.44,,,25,
667.54,,,,1041
667.66,0,,,
667.82,,11,,
667.92,,,25,
668.02,,,,1035
668.14,0,,,
668.30,,15,,
668.41,,,25,
668.63,0,,,
668.79,,18,,
668.99,,,,1038
669.11,0,,,
669.27,,7,,
669.37,,,25,
669.47,,,,1045
669.59,0,,,
669.76,,33,,
669.86,,,25,
669.96,,,,1037
670.08,0,,,
670.24,,3,,
670.34,,,25,
670.56,0,,,
670.73,,7,,
670.82,,,25,
670.92,,,,1047
671.04,0,,,
671.21,,48,,
671.31,,,25,
671.41,,,,1039
671.53,0,,,
671.69,,18,,
671.79,,,25,
671.89,,,,1034
672.01,0,,,
672.17,,0,,
672.28,,,25,
672.38,,,,1038
672.50,0,,,
672.66,,18,,
672.76,,,25,
672.86,,,,1041
672.98,0,,,
673.14,,11,,
673.24,,,25,
673.34,,,,1041
673.47,0,,,
673.63,,37,,
673.73,,,25,
673.83,,,,1045
673.95,0,,,
674.11,,18,,
674.21,,,25,
674.31,,,,1041
674.43,0,,,
674.59,,48,,
674.70,,,25,
674.80,,,,1033
674.92,0,,,
675.08,,86,,
675.18,,,25,
675.28,,,,1045
675.40,0,,,
675.56,,48,,
675.66,,,25,
675.76,,,,1037
675.88,0,,,
676.05,,37,,
676.15,,,25,
676.25,,,,1033
676.37,0,,,
676.53,,37,,
676.63,,,25,
676.73,,,,1033
676.86,0,,,
677.02,,105,,
677.12,,,25,
677.22,,,,1028
677.34,0,,,
677.50,,3,,
677.60,,,25,
677.70,,,,1036
677.82,0,,,
677.98,,45,,
678.08,,,25,
678.18,,,,1022
678.30,0,,,
678.46,,37,,
678.57,,,25,
678.67,,,,1043
678.79,0,,,
679.05,,,25,
679.15,,,,1019
679.27,0,,,
679.43,,45,,
679.54,,,25,
679.64,,,,1052
679.76,0,,,
679.92,,7,,
680.02,,,25,
680.12,,,,1045
680.24,0,,,
680.40,,18,,
680.50,,,25,
680.60,,,,1043
680.72,0,,,
680.88,,7,,
681.09,,,,1026
681.21,0,,,
681.37,,7,,
681.57,,,,1043
681.69,0,,,
681.85,,7,,
681.95,,,25,
682.05,,,,1028
682.17,0,,,
682.34,,108,,
682.44,,,25,
682.54,,,,1028
682.66,0,,,
683.30,,45,,
683.63,0,,,
684.59,0,,,
684.75,,63,,
684.86,,,25,
685.56,0,,,
685.72,,22,,
686.04,0,,,
686.31,,,25,
686.53,0,,,
686.89,,,,1028
687.01,0,,,
687.28,,,25,
687.38,,,,1034
687.50,0,,,
687.86,,,,1043
688.95,0,,,
689.11,,52,,
689.80,,,,1047
689.92,0,,,
691.25,,,,1040
691.37,0,,,
692.12,,,25,
693.30,0,,,
693.46,,37,,
693.57,,,25,
693.67,,,,1038
693.79,0,,,
693.95,,22,,
694.05,,,25,
694.15,,,,1028
694.27,0,,,
694.43,,56,,
694.53,,,25,
694.63,,,,1040
694.76,0,,,
694.92,,18,,
695.02,,,25,
695.12,,,,1040
695.24,0,,,
695.40,,7,,
695.50,,,25,
695.60,,,,1047
695.72,0,,,
695.88,,0,,
695.98,,,25,
696.08,,,,1050
696.57,,,,1042
696.95,,,25,
697.44,,,25,
697.54,,,,1040
697.66,0,,,
697.82,,11,,
697.92,,,25,
698.02,,,,1041
698.14,0,,,
698.30,,26,,
698.40,,,25,
698.50,,,,1041
698.62,0,,,
698.79,,30,,
698.89,,,25,
698.99,,,,1049
699.37,,,25,
699.47,,,,1040
699.59,0,,,
699.86,,,25,
699.96,,,,1038
700.08,0,,,
700.24,,0,,
700.34,,,25,
700.44,,,,1036
700.56,0,,,
700.72,,7,,
700.82,,,25,
700.92,,,,1041
701.04,0,,,
701.21,,0,,
701.31,,,25,
701.41,,,,1044
701.53,0,,,
701.69,,0,,
701.79,,,25,
701.89,,,,1031
702.01,0,,,
702.28,,,25,
702.38,,,,1037
702.50,0,,,
702.66,,7,,
702.76,,,25,
702.86,,,,1054
702.98,0,,,
703.14,,7,,
703.24,,,25,
703.34,,,,1037
703.47,0,,,
703.62,,11,,
703.83,,,,1040
704.11,,22,,
704.31,,,,1036
704.43,0,,,
704.70,,,25,
704.80,,,,1036
704.92,0,,,
705.18,,,25,
705.28,,,,1044
705.40,0,,,
705.56,,18,,
705.66,,,25,
705.76,,,,1047
706.04,,7,,
706.14,,,25,
706.24,,,,1040
706.63,,,25,
706.73,,,,1043
706.85,0,,,
707.01,,60,,
707.11,,,25,
707.21,,,,1037
707.33,0,,,
707.60,,,25,
707.70,,,,1038
707.82,0,,,
707.98,,33,,
708.08,,,25,
708.18,,,,1036
708.30,0,,,
708.46,,37,,
708.56,,,25,
708.66,,,,1033
708.79,0,,,
708.95,,30,,
709.05,,,25,
709.15,,,,1046
709.27,0,,,
709.43,,26,,
709.63,,,,1043
709.75,0,,,
709.91,,3,,
710.02,,,25,
710.12,,,,1050
710.24,0,,,
710.40,,56,,
710.50,,,25,
710.60,,,,1036
710.72,0,,,
710.88,,41,,
710.98,,,25,
711.08,,,,1037
711.21,0,,,
711.37,,18,,
711.47,,,25,
711.57,,,,1047
711.69,0,,,
711.85,,15,,
711.95,,,25,
712.05,,,,1040
712.17,0,,,
712.33,,0,,
712.44,,,25,
712.54,,,,1036
712.66,0,,,
712.82,,0,,
712.92,,,25,
713.02,,,,1036
713.30,,3,,
713.50,,,,1044
713.62,0,,,
713.78,,7,,
713.89,,,25,
713.99,,,,1038
714.11,0,,,
714.27,,11,,
714.37,,,25,
714.47,,,,1040
714.59,0,,,
714.75,,0,,
714.86,,,25,
714.96,,,,1041
715.08,0,,,
715.24,,56,,
715.34,,,25,
715.44,,,,1036
715.56,0,,,
715.72,,0,,
715.92,,,,1037
716.20,,0,,
716.31,,,25,
716.41,,,,1033
716.69,,7,,
716.79,,,25,
716.89,,,,1038
717.17,,0,,
717.28,,,25,
717.38,,,,1038
717.50,0,,,
717.66,,3,,
717.76,,,25,
717.86,,,,1040
717.98,0,,,
718.14,,7,,
718.24,,,25,
718.34,,,,1033
718.46,0,,,
718.62,,0,,
718.72,,,25,
718.82,,,,1048
718.94,0,,,
719.11,,7,,
719.21,,,25,
719.43,0,,,
719.59,,11,,
719.69,,,25,
719.79,,,,1037
719.91,0,,,
720.08,,30,,
720.18,,,25,
720.28,,,,1041
720.40,0,,,
720.56,,7,,
720.66,,,25,
720.76,,,,1044
720.88,0,,,
721.14,,,25,
721.24,,,,1039
721.36,0,,,
721.85,0,,,
722.01,,18,,
722.11,,,25,
722.21,,,,1046
722.49,,15,,
722.60,,,25,
722.82,0,,,
722.98,,22,,
723.18,,,,1031
723.30,0,,,
723.46,,3,,
723.56,,,25,
723.66,,,,1030
723.79,0,,,
723.95,,33,,
724.05,,,25,
724.15,,,,1048
724.27,0,,,
724.43,,48,,
724.53,,,25,
724.63,,,,1042
724.75,0,,,
724.92,,30,,
725.02,,,25,
725.12,,,,1043
725.40,,41,,
725.50,,,25,
725.60,,,,1040
725.72,0,,,
725.88,,33,,
725.98,,,25,
726.08,,,,1037
726.20,0,,,
726.36,,26,,
726.69,0,,,
726.85,,15,,
726.95,,,25,
727.05,,,,1025
727.17,0,,,
727.33,,48,,
727.44,,,25,
727.54,,,,1019
727.66,0,,,
727.92,,,25,
728.30,,30,,
728.40,,,25,
728.50,,,,1019
728.62,0,,,
728.78,,30,,
728.99,,,,1026
729.11,0,,,
729.27,,0,,
729.37,,,25,
729.47,,,,1027
729.59,0,,,
729.75,,15,,
729.85,,,26,
729.95,,,,1027
730.08,0,,,
730.24,,0,,
730.34,,,26,
730.44,,,,1042
730.56,0,,,
730.72,,15,,
730.82,,,25,
730.92,,,,1032
731.04,0,,,
731.20,,15,,
731.30,,,25,
731.40,,,,1050
731.53,0,,,
731.69,,30,,
731.79,,,25,
731.89,,,,1049
732.01,0,,,
732.17,,33,,
732.27,,,25,
732.38,,,,1049
732.50,0,,,
732.65,,60,,
732.86,,,,1064
732.98,0,,,
733.14,,30,,
733.24,,,25,
733.34,,,,1038
733.46,0,,,
733.62,,0,,
733.72,,,25,
733.82,,,,1065
734.11,,7,,
734.21,,,25,
734.43,0,,,
734.91,0,,,
735.07,,30,,
735.18,,,25,
735.28,,,,1034
735.40,0,,,
735.56,,33,,
735.66,,,25,
735.76,,,,1061
735.88,0,,,
736.04,,3,,
736.14,,,25,
736.24,,,,1051
736.36,0,,,
736.53,,33,,
736.63,,,25,
736.73,,,,1025
736.85,0,,,
737.01,,7,,
737.11,,,25,
737.33,0,,,
737.49,,33,,
737.60,,,25,
737.70,,,,1055
737.82,0,,,
737.98,,0,,
738.08,,,25,
738.18,,,,1049
738.30,0,,,
738.46,,45,,
738.56,,,26,
738.78,0,,,
738.94,,48,,
739.05,,,26,
739.15,,,,990
739.27,0,,,
739.43,,63,,
739.53,,,26,
739.75,0,,,
740.02,,,26,
740.12,,,,780
740.24,0,,,
740.40,,93,,
740.50,,,26,
740.60,,,,907
740.72,0,,,
740.88,,90,,
740.99,,,26,
741.20,0,,,
741.36,,63,,
741.47,,,25,
741.57,,,,1092
741.69,0,,,
741.85,,75,,
741.95,,,25,
742.05,,,,810
742.17,0,,,
742.33,,60,,
742.43,,,25,
742.65,0,,,
742.82,,48,,
742.92,,,26,
743.02,,,,1047
743.14,0,,,
743.30,,41,,
743.40,,,26,
743.50,,,,1040
743.62,0,,,
743.78,,60,,
743.88,,,25,
743.98,,,,1017
744.10,0,,,
744.27,,71,,
744.37,,,25,
744.59,0,,,
744.85,,,25,
744.95,,,,1094
745.07,0,,,
745.23,,75,,
745.34,,,25,
745.44,,,,999
745.56,0,,,
745.72,,60,,
745.92,,,,1044
746.04,0,,,
746.30,,,25,
746.40,,,,1039
746.52,0,,,
746.79,,,25,
746.89,,,,1030
747.17,,108,,
747.37,,,,1037
747.65,,75,,
747.76,,,26,
747.86,,,,1032
747.98,0,,,
748.14,,105,,
748.24,,,26,
748.34,,,,1037
748.46,0,,,
748.62,,26,,
748.72,,,26,
748.82,,,,1016
748.95,0,,,
749.11,,67,,
749.21,,,26,
749.31,,,,1034
749.43,0,,,
749.59,,93,,
749.69,,,25,
749.79,,,,1027
749.91,0,,,
750.07,,71,,
750.18,,,25,
750.40,0,,,
750.66,,,26,
750.76,,,,1037
750.88,0,,,
751.24,,,,1038
751.63,,,26,
752.34,0,,,
752.60,,,26,
752.70,,,,1019
752.82,0,,,
752.98,,26,,
753.18,,,,1041
753.30,0,,,
753.46,,78,,
753.56,,,26,
753.66,,,,1029
753.78,0,,,
753.94,,18,,
754.04,,,26,
754.27,0,,,
754.43,,33,,
754.53,,,26,
754.63,,,,1021
754.75,0,,,
754.91,,15,,
755.01,,,26,
755.11,,,,1040
755.23,0,,,
755.40,,67,,
755.50,,,26,
755.60,,,,1039
755.72,0,,,
755.88,,41,,
755.98,,,26,
756.08,,,,1032
756.20,0,,,
756.36,,41,,
756.46,,,26,
756.56,,,,1034
756.85,,3,,
756.95,,,26,
757.17,0,,,
757.33,,0,,
757.43,,,26,
757.53,,,,1039
757.65,0,,,
757.81,,30,,
757.92,,,26,
758.02,,,,1035
758.14,0,,,
758.30,,33,,
758.40,,,26,
758.50,,,,1032
758.62,0,,,
758.78,,37,,
758.88,,,26,
758.98,,,,1032
759.10,0,,,
759.37,,,26,
759.47,,,,1027
759.59,0,,,
759.85,,,26,
759.95,,,,1026
760.08,0,,,
760.23,,0,,
760.34,,,26,
760.44,,,,1026
760.56,0,,,
760.72,,0,,
760.82,,,26,
760.92,,,,1038
761.04,0,,,
761.20,,30,,
761.30,,,26,
761.40,,,,1040
761.52,0,,,
761.69,,18,,
761.79,,,26,
761.89,,,,1031
762.01,0,,,
762.17,,15,,
762.27,,,26,
762.37,,,,1039
762.49,0,,,
762.76,,,26,
762.86,,,,1022
762.98,0,,,
763.14,,3,,
763.24,,,26,
763.34,,,,1027
763.46,0,,,
763.72,,,26,
763.82,,,,1044
763.94,0,,,
764.10,,7,,
764.31,,,,1025
764.43,0,,,
764.59,,18,,
764.69,,,26,
764.79,,,,1038
765.07,,0,,
765.18,,,26,
765.28,,,,1036
765.40,0,,,
765.56,,11,,
765.66,,,26,
765.76,,,,1008
765.88,0,,,
766.04,,3,,
766.14,,,26,
766.24,,,,1036
766.36,0,,,
766.52,,7,,
766.63,,,26,
766.72,,,,1064
766.85,0,,,
767.01,,7,,
767.11,,,26,
767.21,,,,1008
767.33,0,,,
767.49,,0,,
767.59,,,26,
767.69,,,,1028
767.82,0,,,
767.98,,11,,
768.08,,,26,
768.18,,,,1064
768.46,,15,,
768.56,,,26,
768.66,,,,1027
768.78,0,,,
768.94,,3,,
769.04,,,26,
769.14,,,,1037
769.27,0,,,
769.91,,15,,
770.23,0,,,
770.60,,,,1018
770.72,0,,,
771.68,0,,,
771.85,,3,,
771.95,,,26,
772.05,,,,1018
772.17,0,,,
772.33,,7,,
772.43,,,26,
772.53,,,,1060
772.65,0,,,
772.81,,33,,
772.92,,,26,
773.02,,,,1050
773.30,,15,,
773.40,,,26,
773.50,,,,1014
773.62,0,,,
773.78,,3,,
773.88,,,26,
773.98,,,,1070
774.10,0,,,
774.27,,15,,
774.37,,,26,
774.47,,,,1059
774.59,0,,,
774.75,,22,,
774.85,,,26,
774.95,,,,1018
775.07,0,,,
775.23,,33,,
775.34,,,26,
775.44,,,,1013
775.56,0,,,
775.72,,30,,
775.82,,,26,
775.92,,,,1054
776.04,0,,,
776.20,,11,,
776.31,,,26,
776.40,,,,1027
776.52,0,,,
776.68,,11,,
776.79,,,26,
776.89,,,,1012
777.01,0,,,
777.17,,7,,
777.27,,,26,
777.37,,,,1065
777.49,0,,,
777.65,,7,,
777.76,,,26,
777.86,,,,1028
777.98,0,,,
778.14,,15,,
778.24,,,26,
778.34,,,,1009
778.46,0,,,
778.62,,11,,
778.72,,,26,
778.82,,,,1062
778.94,0,,,
779.10,,3,,
779.20,,,26,
779.30,,,,1044
779.42,0,,,
779.59,,18,,
779.69,,,26,
779.79,,,,999
779.91,0,,,
780.07,,0,,
780.17,,,26,
780.27,,,,1025
780.39,0,,,
780.56,,7,,
780.66,,,26,
780.76,,,,1067
780.88,0,,,
781.04,,7,,
781.14,,,26,
781.24,,,,1026
781.36,0,,,
781.52,,0,,
781.62,,,26,
781.72,,,,1014
781.85,0,,,
782.01,,3,,
782.11,,,26,
782.33,0,,,
782.49,,7,,
782.59,,,26,
782.69,,,,1043
782.81,0,,,
782.97,,11,,
783.18,,,,1019
783.30,0,,,
783.46,,7,,
783.56,,,26,
783.66,,,,1017
783.94,,18,,
784.04,,,26,
784.14,,,,1049
784.26,0,,,
784.43,,3,,
784.53,,,26,
784.63,,,,1050
784.75,0,,,
784.91,,3,,
785.01,,,26,
785.11,,,,1002
785.23,0,,,
785.39,,26,,
785.50,,,26,
785.60,,,,1018
785.72,0,,,
785.98,,,26,
786.08,,,,1054
786.36,,7,,
786.56,,,,1040
786.68,0,,,
786.84,,15,,
786.95,,,26,
787.05,,,,1034
787.17,0,,,
787.43,,,26,
787.53,,,,1029
787.65,0,,,
787.81,,60,,
788.02,,,,1029
788.14,0,,,
788.30,,101,,
788.40,,,26,
788.50,,,,1028
788.62,0,,,
788.78,,105,,
789.10,0,,,
789.26,,18,,
789.37,,,26,
789.47,,,,1032
789.59,0,,,
789.75,,30,,
789.85,,,26,
789.95,,,,1028
790.07,0,,,
790.23,,26,,
790.33,,,26,
790.43,,,,1036
790.55,0,,,
790.72,,60,,
790.82,,,26,
790.92,,,,1031
791.04,0,,,
791.20,,30,,
791.30,,,26,
791.40,,,,1037
791.52,0,,,
791.68,,7,,
791.79,,,26,
792.00,0,,,
792.27,,,26,
792.49,0,,,
792.65,,22,,
792.75,,,26,
792.85,,,,1037
792.97,0,,,
793.14,,11,,
793.24,,,26,
793.46,0,,,
793.62,,48,,
793.72,,,26,
793.82,,,,1030
793.94,0,,,
794.10,,11,,
794.21,,,26,
794.30,,,,1031
794.42,0,,,
794.59,,22,,
794.69,,,26,
794.79,,,,1030
794.91,0,,,
795.07,,45,,
795.17,,,26,
795.27,,,,1032
795.39,0,,,
795.55,,63,,
795.66,,,26,
795.76,,,,1031
795.88,0,,,
796.04,,30,,
796.14,,,26,
796.24,,,,1031
796.36,0,,,
796.52,,37,,
796.62,,,26,
796.72,,,,1049
796.84,0,,,
797.01,,52,,
797.11,,,26,
797.21,,,,1049
797.49,,56,,
797.59,,,26,
797.69,,,,1050
797.81,0,,,
798.08,,,26,
798.18,,,,1035
798.30,0,,,
798.46,,45,,
798.56,,,26,
798.66,,,,1031
798.78,0,,,
798.94,,60,,
799.04,,,26,
799.14,,,,1029
799.75,0,,,
799.91,,26,,
800.01,,,26,
800.11,,,,1038
800.23,0,,,
800.39,,18,,
800.50,,,26,
800.60,,,,1034
800.72,0,,,
800.88,,60,,
801.08,,,,1044
801.20,0,,,
801.46,,,26,
801.56,,,,1028
801.69,0,,,
801.95,,,26,
802.05,,,,1035
802.17,0,,,
802.33,,56,,
